9.86631e+09	1150
9.55121e+09	1049
9.23578e+09	1065
9.78859e+09	1077
9.42631e+09	1070
9.39827e+09	1197
9.85986e+09	1207
9.55352e+09	1128
9.42177e+09	1028
1.02095e+10	1117
9.50193e+09	1063
9.48414e+09	970
9.40613e+09	1177
9.36576e+09	1098
9.41067e+09	1245
9.53238e+09	1019
9.55506e+09	1127
9.85482e+09	1089
9.65076e+09	1085
1.08055e+10	1141
1.1224e+10	1282
9.68649e+09	1186
1.00764e+10	1155
9.67499e+09	1174
9.31349e+09	1050
9.32958e+09	1085
9.22074e+09	976
9.58762e+09	1134
1.00763e+10	1195
1.0516e+10	1030
8.23505e+09	1268
4.2494e+09	1023
2.86582e+09	1090
3.02833e+09	1180
2.91539e+09	1041
2.81636e+09	1167
2.7426e+09	1312
2.88088e+09	1178
2.8139e+09	1027
2.77929e+09	1231
6.85811e+09	1197
1.02578e+10	1269
1.039e+10	1123
1.0686e+10	1059
1.03403e+10	1164
6.13783e+09	1013
2.8603e+09	1092
2.82299e+09	1073
2.71879e+09	1226
2.77341e+09	1120
4.04059e+09	1153
